成交编号,城市,区域,楼盘名称,户型,套内面积(㎡),建筑面积(㎡),建筑年代,朝向,楼层信息,装修情况,物业类型,产权年限,成交总价(万元),挂牌总价(万元),成交单价(元/㎡),带看次数,调价次数,成交周期(天)
HZ011797,杭州,桐庐县,华润小区11号,3室2厅,68.45,76.84,2015.0,北,顶楼,精装,住宅,70,82.95,86.2,12118.0,21,1.0,179.0
HZ011798,杭州,淳安县,绿城小区57号,2室2厅,41.9,51.07,2020.0,东南,高楼层,简装,公寓,70,43.84,47.29,10463.0,0,2.0,106.0
HZ011799,杭州,建德市,保利小区24号,1室1厅,93.09,106.14,1999.0,西,高楼层,精装,住宅,70,90.57,96.31,9729.0,0,3.0,55.0
HZ011800,杭州,临安区,绿城小区77号,2室2厅,134.33,157.8,2002.0,南北通透,高楼层,精装,别墅,40,188.87,197.85,14060.0,12,6.0,44.0
HZ011801,杭州,余杭区,绿城小区69号,4室2厅,188.69,209.99,1997.0,西南,中楼层,精装,住宅,70,522.09,539.9,27669.0,39,6.0,125.0
HZ011802,杭州,淳安县,华润小区96号,5室2厅,69.37,80.45,2017.0,南北通透,中楼层,精装,住宅,70,80.83,85.43,11652.0,13,7.0,73.0
HZ011803,杭州,钱塘区,绿城小区64号,2室2厅,177.01,196.12,2017.0,南,中楼层,豪装,别墅,40,349.11,356.88,19723.0,34,5.0,17.0
HZ011804,杭州,建德市,保利小区40号,2室2厅,42.79,47.11,2003.0,南北通透,低楼层,豪装,洋房,40,40.31,41.67,9420.0,39,6.0,88.0
HZ011805,杭州,富阳区,万科小区50号,4室2厅,179.1,222.06,2012.0,东南,中楼层,豪装,别墅,40,326.69,340.18,18241.0,32,4.0,22.0
HZ011806,杭州,临安区,金地小区47号,3室2厅,163.51,199.45,2010.0,北,高楼层,精装,别墅,70,246.07,262.16,15049.0,7,,63.0
HZ011807,杭州,滨江区,金地小区89号,1室1厅,,39.97,2022.0,南,高楼层,毛坯,住宅,40,160.03,164.73,45321.0,33,4.0,174.0
HZ011808,杭州,上城区,金地小区82号,2室2厅,79.11,90.39,2018.0,东,顶楼,毛坯,别墅,70,451.12,468.6,57024.0,17,,78.0
HZ011809,杭州,钱塘区,保利小区88号,2室1厅,40.05,44.83,2005.0,北,中楼层,简装,洋房,40,84.57,89.91,21116.0,32,7.0,175.0
HZ011810,杭州,拱墅区,华润小区54号,3室2厅,189.29,212.5,1999.0,西南,中楼层,简装,公寓,40,896.11,938.03,47341.0,4,2.0,16.0
HZ011811,杭州,桐庐县,保利小区62号,2室2厅,,118.26,2007.0,北,低楼层,简装,别墅,70,129.19,133.64,12971.0,32,4.0,125.0
HZ011812,杭州,上城区,华润小区41号,2室1厅,136.62,162.09,2014.0,北,中楼层,简装,公寓,40,763.18,804.21,55862.0,11,7.0,81.0
HZ011813,杭州,建德市,保利小区52号,5室2厅,69.0,81.73,2009.0,东,中楼层,精装,住宅,70,72.82,78.23,10554.0,13,1.0,142.0
HZ011814,杭州,临平区,保利小区47号,4室2厅,179.53,198.48,2008.0,南北通透,中楼层,精装,公寓,40,396.17,427.45,22067.0,17,6.0,6.0
HZ011815,杭州,淳安县,绿城小区49号,2室2厅,75.32,90.6,1993.0,北,顶楼,豪装,住宅,70,77.93,79.58,10347.0,20,4.0,114.0
HZ011816,杭州,临安区,保利小区19号,1室1厅,73.11,80.7,1994.0,东南,顶楼,豪装,住宅,70,112.21,119.47,15348.0,13,2.0,29.0
HZ011817,杭州,富阳区,保利小区88号,3室2厅,81.71,102.02,1993.0,西,高楼层,豪装,住宅,40,143.48,154.63,17560.0,4,,168.0
HZ011818,杭州,桐庐县,万科小区60号,5室2厅,,128.67,1995.0,北,低楼层,精装,洋房,40,123.84,133.73,11786.0,15,6.0,124.0
HZ011819,杭州,淳安县,金地小区87号,2室2厅,34.93,43.27,2000.0,西,顶楼,精装,洋房,40,42.77,45.34,12244.0,37,5.0,155.0
HZ011820,杭州,淳安县,金地小区41号,1室1厅,126.46,154.2,1998.0,,高楼层,毛坯,别墅,40,134.62,140.07,10645.0,11,4.0,68.0
HZ011821,杭州,富阳区,金地小区41号,2室2厅,37.0,42.47,1991.0,西,顶楼,精装,洋房,40,54.79,56.48,14808.0,14,4.0,96.0
HZ011822,杭州,西湖区,保利小区45号,2室1厅,117.19,132.35,1998.0,西南,高楼层,毛坯,洋房,40,604.25,620.43,51562.0,8,6.0,51.0
HZ011823,杭州,余杭区,金地小区67号,3室2厅,104.35,122.49,1998.0,南,中楼层,简装,住宅,70,299.76,308.63,28726.0,15,3.0,47.0
HZ011824,杭州,临平区,保利小区38号,1室1厅,70.32,85.74,1998.0,东,高楼层,毛坯,住宅,70,160.44,162.14,22816.0,36,,8.0
HZ011825,杭州,临安区,金地小区44号,1室1厅,84.1,99.14,2016.0,南,中楼层,简装,住宅,40,129.15,135.93,15357.0,36,0.0,71.0
HZ011826,杭州,富阳区,华润小区43号,4室2厅,143.49,164.3,2013.0,南北通透,高楼层,简装,别墅,70,260.54,270.46,18157.0,18,6.0,96.0
HZ011827,杭州,拱墅区,万科小区77号,3室2厅,33.52,38.19,1998.0,东,低楼层,精装,公寓,40,172.88,,51575.0,38,,22.0
HZ011828,杭州,钱塘区,金地小区31号,5室2厅,82.03,96.2,2013.0,南,顶楼,豪装,洋房,70,171.66,,20926.0,19,5.0,22.0
HZ011829,杭州,临平区,绿城小区38号,2室2厅,139.49,161.79,2015.0,西南,低楼层,毛坯,公寓,40,302.29,313.56,21671.0,5,,58.0
HZ011830,杭州,滨江区,万科小区85号,2室1厅,56.06,66.93,2001.0,西南,低楼层,豪装,洋房,70,255.03,273.07,45492.0,37,1.0,105.0
HZ011831,杭州,拱墅区,保利小区74号,2室2厅,120.54,132.82,1990.0,西南,低楼层,简装,公寓,40,582.34,606.34,48311.0,0,7.0,134.0
HZ011832,杭州,钱塘区,华润小区26号,2室1厅,58.69,70.13,1990.0,南北通透,高楼层,精装,洋房,70,113.12,120.71,19274.0,13,5.0,51.0
HZ011833,杭州,桐庐县,金地小区71号,4室2厅,56.45,66.12,2014.0,东,低楼层,简装,住宅,40,70.18,73.08,12432.0,29,0.0,103.0
HZ011834,杭州,萧山区,绿城小区83号,5室2厅,154.02,187.91,2012.0,西南,顶楼,简装,公寓,70,488.14,509.49,31693.0,13,7.0,
HZ011835,杭州,余杭区,金地小区92号,1室1厅,74.11,84.71,2016.0,东南,低楼层,简装,别墅,70,207.11,,27946.0,8,4.0,54.0
HZ011836,杭州,桐庐县,金地小区84号,2室1厅,91.37,111.26,2007.0,南,低楼层,豪装,洋房,70,108.51,114.61,11876.0,17,6.0,52.0
HZ011837,杭州,临平区,保利小区22号,1室1厅,147.34,183.21,1997.0,东南,低楼层,豪装,住宅,40,331.72,346.09,22514.0,13,4.0,49.0
HZ011838,杭州,临安区,绿城小区30号,5室2厅,60.36,70.5,2011.0,南北通透,高楼层,精装,洋房,40,96.48,99.62,15984.0,16,2.0,167.0
HZ011839,杭州,上城区,万科小区11号,1室1厅,116.01,133.97,2007.0,南北通透,中楼层,毛坯,别墅,70,644.15,684.99,55525.0,10,0.0,152.0
HZ011840,杭州,钱塘区,金地小区67号,2室2厅,177.02,217.44,2015.0,南北通透,高楼层,精装,洋房,40,366.3,373.02,20693.0,23,1.0,124.0
HZ011841,杭州,滨江区,绿城小区17号,2室1厅,119.5,135.67,2018.0,北,高楼层,简装,住宅,40,541.7,572.85,45331.0,25,2.0,43.0
HZ011842,杭州,建德市,绿城小区24号,2室1厅,39.72,48.06,2011.0,东南,中楼层,精装,洋房,40,31.17,32.63,7847.0,4,3.0,33.0
HZ011843,杭州,富阳区,华润小区15号,1室1厅,125.17,148.44,2004.0,西南,低楼层,精装,公寓,70,219.58,236.8,17543.0,20,,141.0
HZ011844,杭州,上城区,华润小区51号,5室2厅,46.24,53.86,1993.0,,低楼层,毛坯,洋房,40,251.16,269.11,54317.0,1,2.0,105.0
HZ011845,杭州,桐庐县,保利小区76号,5室2厅,76.58,86.45,2021.0,东南,顶楼,毛坯,公寓,40,89.02,92.47,11624.0,24,7.0,120.0
HZ011846,杭州,拱墅区,保利小区34号,5室2厅,166.25,183.21,2000.0,南,低楼层,毛坯,别墅,70,808.44,,48628.0,22,4.0,25.0
HZ011847,杭州,余杭区,保利小区90号,2室1厅,33.75,39.85,1996.0,北,顶楼,毛坯,公寓,40,94.19,100.17,27908.0,4,4.0,73.0
HZ011848,杭州,桐庐县,华润小区57号,3室2厅,44.17,48.97,1995.0,东,低楼层,毛坯,住宅,40,54.73,55.52,12391.0,16,0.0,160.0
HZ011849,杭州,临安区,保利小区70号,5室2厅,89.41,99.78,1998.0,北,中楼层,简装,公寓,70,145.89,153.59,16317.0,21,0.0,17.0
HZ011850,杭州,桐庐县,金地小区26号,4室2厅,189.9,226.11,2005.0,北,中楼层,毛坯,洋房,70,222.45,235.87,11714.0,7,4.0,72.0
HZ011851,杭州,上城区,绿城小区14号,5室2厅,78.11,88.74,2008.0,南,中楼层,豪装,住宅,70,439.47,454.69,56263.0,30,4.0,129.0
HZ011852,杭州,滨江区,绿城小区11号,3室2厅,56.85,68.41,1995.0,南,高楼层,豪装,住宅,70,262.4,272.29,46157.0,33,3.0,121.0
HZ011853,杭州,钱塘区,万科小区48号,2室2厅,118.81,133.33,1996.0,东,低楼层,简装,别墅,70,232.31,241.04,19553.0,34,6.0,117.0
HZ011854,杭州,临安区,保利小区82号,2室2厅,114.04,126.65,,北,低楼层,豪装,洋房,70,176.07,187.59,15439.0,4,7.0,154.0
HZ011855,杭州,萧山区,华润小区48号,3室2厅,103.04,121.44,1995.0,东,中楼层,精装,公寓,70,331.21,355.79,32144.0,9,,50.0
HZ011856,杭州,建德市,华润小区18号,4室2厅,181.57,206.22,2020.0,东南,中楼层,简装,别墅,40,173.4,184.86,9550.0,27,5.0,49.0
HZ011857,杭州,富阳区,绿城小区88号,5室2厅,76.26,88.77,1994.0,南,顶楼,精装,别墅,70,142.68,146.99,18710.0,4,5.0,105.0
HZ011858,杭州,桐庐县,绿城小区82号,5室2厅,78.35,87.47,2001.0,南北通透,高楼层,豪装,住宅,70,96.03,97.47,12257.0,33,6.0,32.0
HZ011859,杭州,桐庐县,万科小区13号,2室1厅,54.16,61.95,1996.0,西,低楼层,豪装,住宅,40,65.57,68.44,12107.0,15,2.0,71.0
HZ011860,杭州,余杭区,绿城小区55号,5室2厅,142.17,157.65,2010.0,西南,中楼层,毛坯,公寓,40,400.27,423.58,28154.0,7,5.0,
HZ011861,杭州,上城区,万科小区27号,4室2厅,82.78,101.12,2007.0,南,中楼层,毛坯,住宅,70,473.25,501.14,57170.0,13,2.0,48.0
HZ011862,杭州,余杭区,万科小区36号,4室2厅,158.83,174.82,2003.0,北,中楼层,简装,住宅,70,444.85,454.12,28008.0,29,3.0,158.0
HZ011863,杭州,余杭区,华润小区52号,2室1厅,185.54,230.8,1993.0,东南,低楼层,简装,公寓,70,514.71,548.83,27741.0,36,5.0,140.0
HZ011864,杭州,建德市,华润小区55号,5室2厅,38.9,44.38,2014.0,东南,中楼层,毛坯,洋房,40,31.14,32.76,8005.0,2,4.0,175.0
HZ011865,杭州,余杭区,金地小区86号,2室1厅,188.91,210.01,,西南,中楼层,简装,住宅,70,524.34,551.95,27756.0,18,3.0,132.0
HZ011866,杭州,钱塘区,华润小区34号,2室1厅,72.15,88.62,2022.0,西南,低楼层,简装,别墅,40,138.85,,19245.0,38,4.0,
HZ011867,杭州,余杭区,保利小区84号,2室1厅,98.38,118.08,2004.0,东,高楼层,豪装,住宅,40,271.51,284.73,27598.0,25,,107.0
HZ011868,杭州,萧山区,保利小区90号,1室1厅,154.88,190.18,2020.0,南,中楼层,毛坯,公寓,70,494.54,506.79,31931.0,28,2.0,27.0
HZ011869,杭州,桐庐县,华润小区10号,3室2厅,137.12,162.07,2006.0,西南,中楼层,豪装,别墅,70,169.12,175.31,12334.0,38,3.0,56.0
HZ011870,杭州,拱墅区,金地小区65号,5室2厅,154.99,176.48,2009.0,北,低楼层,豪装,洋房,40,738.26,,47633.0,11,2.0,129.0
HZ011871,杭州,滨江区,万科小区83号,1室1厅,105.68,117.81,1994.0,南北通透,中楼层,简装,别墅,40,470.23,491.89,44496.0,30,3.0,50.0
HZ011872,杭州,临安区,金地小区37号,3室2厅,176.74,208.92,2018.0,东南,高楼层,豪装,洋房,40,264.09,283.01,14942.0,39,0.0,38.0
HZ011873,杭州,萧山区,万科小区43号,3室2厅,156.81,187.72,1993.0,西,低楼层,毛坯,洋房,70,501.72,537.72,31995.0,36,5.0,119.0
HZ011874,杭州,临安区,保利小区80号,5室2厅,80.86,94.37,1992.0,西南,低楼层,精装,公寓,40,126.02,134.71,15585.0,25,2.0,78.0
HZ011875,杭州,滨江区,保利小区34号,3室2厅,181.86,209.11,1996.0,北,低楼层,豪装,洋房,70,819.71,830.46,45074.0,25,2.0,63.0
HZ011876,杭州,拱墅区,保利小区99号,4室2厅,183.85,225.64,2023.0,东南,低楼层,毛坯,住宅,70,885.17,,48146.0,27,,81.0
HZ011877,杭州,临平区,保利小区60号,3室2厅,97.58,116.71,1991.0,北,高楼层,精装,住宅,40,215.59,232.14,22094.0,15,7.0,
HZ011878,杭州,临安区,华润小区38号,5室2厅,135.01,151.58,2012.0,南,中楼层,简装,别墅,40,194.16,201.16,14381.0,14,4.0,131.0
HZ011879,杭州,临安区,万科小区19号,2室1厅,160.73,198.93,2007.0,南北通透,中楼层,毛坯,公寓,70,231.63,244.41,14411.0,33,1.0,11.0
HZ011880,杭州,拱墅区,绿城小区79号,4室2厅,161.13,181.37,2020.0,南北通透,顶楼,豪装,公寓,70,760.43,803.58,47194.0,24,5.0,54.0
HZ011881,杭州,上城区,金地小区57号,4室2厅,34.23,42.23,,西南,高楼层,,住宅,70,184.38,186.91,53865.0,22,7.0,34.0
HZ011882,杭州,萧山区,万科小区36号,1室1厅,131.38,145.34,2002.0,东南,顶楼,简装,住宅,70,418.47,,31852.0,20,,112.0
HZ011883,杭州,淳安县,保利小区33号,2室2厅,185.84,231.49,1995.0,西,中楼层,简装,洋房,70,206.02,210.42,11086.0,13,1.0,150.0
HZ011884,杭州,建德市,绿城小区62号,5室2厅,68.55,80.55,1995.0,西南,中楼层,精装,别墅,40,53.9,54.58,7863.0,20,3.0,101.0
HZ011885,杭州,上城区,绿城小区95号,4室2厅,157.71,176.39,2019.0,南北通透,高楼层,精装,公寓,70,878.13,900.11,55680.0,28,0.0,120.0
HZ011886,杭州,上城区,绿城小区14号,2室1厅,116.41,129.94,2021.0,,中楼层,简装,住宅,70,648.55,694.75,55713.0,7,3.0,46.0
HZ011887,杭州,上城区,绿城小区34号,4室2厅,66.99,77.89,2017.0,东,中楼层,精装,住宅,70,371.83,397.46,55505.0,28,2.0,38.0
HZ011888,杭州,余杭区,保利小区68号,1室1厅,40.06,46.61,2016.0,南,中楼层,豪装,别墅,40,108.91,116.04,27187.0,39,4.0,178.0
HZ011889,杭州,富阳区,保利小区33号,4室2厅,152.07,180.53,2022.0,南北通透,低楼层,毛坯,别墅,70,265.17,276.65,17437.0,19,4.0,105.0
HZ011890,杭州,临安区,保利小区62号,2室2厅,82.0,94.59,2006.0,南北通透,顶楼,简装,公寓,40,121.43,130.6,14809.0,4,5.0,137.0
HZ011891,杭州,建德市,绿城小区93号,3室2厅,91.34,107.45,2002.0,西南,高楼层,精装,洋房,40,85.7,,9383.0,14,2.0,100.0
HZ011892,杭州,桐庐县,万科小区12号,4室2厅,,129.39,2005.0,东南,高楼层,豪装,公寓,40,137.86,148.86,12686.0,34,0.0,128.0
HZ011893,杭州,淳安县,保利小区39号,1室1厅,112.14,137.85,2015.0,南北通透,中楼层,精装,公寓,40,129.95,136.32,11588.0,2,0.0,106.0
HZ011894,杭州,上城区,华润小区84号,2室2厅,64.58,80.33,2016.0,北,顶楼,精装,洋房,40,356.39,382.73,55186.0,30,1.0,172.0
HZ011895,杭州,萧山区,华润小区74号,3室2厅,137.96,170.03,2017.0,西,低楼层,简装,公寓,70,436.95,465.2,31672.0,2,5.0,14.0
HZ011896,杭州,富阳区,华润小区79号,4室2厅,141.42,157.3,2014.0,南北通透,顶楼,精装,别墅,70,265.08,285.28,18744.0,30,2.0,67.0
HZ011897,杭州,富阳区,万科小区14号,5室2厅,,62.39,2012.0,,中楼层,精装,洋房,70,89.48,96.15,16424.0,7,4.0,97.0
HZ011898,杭州,上城区,金地小区93号,2室1厅,116.2,130.08,2011.0,北,顶楼,毛坯,公寓,40,650.98,672.44,56022.0,8,,20.0
HZ011899,杭州,钱塘区,保利小区28号,4室2厅,128.26,152.44,2004.0,北,高楼层,豪装,洋房,70,265.31,277.21,20685.0,19,7.0,
HZ011900,杭州,上城区,金地小区45号,2室1厅,61.43,74.18,,北,高楼层,毛坯,住宅,40,338.44,357.03,55094.0,36,6.0,69.0
HZ011901,杭州,钱塘区,华润小区84号,1室1厅,173.33,209.14,2011.0,南北通透,中楼层,,洋房,40,337.0,349.14,19443.0,4,4.0,116.0
HZ011902,杭州,上城区,万科小区29号,5室2厅,,126.51,2019.0,南北通透,低楼层,简装,住宅,40,603.08,639.33,55691.0,1,5.0,81.0
HZ011903,杭州,淳安县,万科小区92号,3室2厅,,59.76,1999.0,北,低楼层,精装,住宅,40,53.46,56.96,10656.0,7,5.0,28.0
HZ011904,杭州,萧山区,华润小区66号,4室2厅,84.83,96.88,2014.0,南,高楼层,精装,别墅,70,272.33,288.89,32103.0,19,3.0,140.0
HZ011905,杭州,钱塘区,保利小区18号,3室2厅,107.36,128.94,2008.0,北,低楼层,简装,公寓,40,215.3,218.59,20054.0,31,3.0,112.0
HZ011906,杭州,余杭区,华润小区43号,5室2厅,33.6,37.74,2024.0,西南,顶楼,简装,住宅,70,96.31,103.31,28664.0,23,3.0,179.0
HZ011907,杭州,富阳区,绿城小区14号,2室1厅,37.04,41.31,1990.0,北,低楼层,精装,洋房,70,50.83,54.04,13723.0,24,4.0,109.0
HZ011908,杭州,上城区,保利小区36号,2室2厅,,47.13,2021.0,西,中楼层,精装,公寓,70,228.54,232.86,56056.0,33,0.0,142.0
HZ011909,杭州,富阳区,保利小区17号,5室2厅,117.03,142.49,2020.0,西,高楼层,毛坯,公寓,70,206.19,212.97,17619.0,35,4.0,129.0
HZ011910,杭州,上城区,绿城小区39号,1室1厅,85.1,96.97,2022.0,南,低楼层,豪装,洋房,70,484.29,496.41,56908.0,2,,106.0
HZ011911,杭州,临安区,金地小区56号,4室2厅,173.11,195.58,2004.0,南北通透,低楼层,豪装,别墅,70,264.04,278.79,15253.0,9,,24.0
HZ011912,杭州,临安区,万科小区30号,2室2厅,120.36,148.75,2001.0,西,中楼层,,别墅,70,186.29,201.18,15478.0,21,4.0,147.0
HZ011913,杭州,西湖区,绿城小区81号,5室2厅,152.06,180.25,2009.0,南北通透,中楼层,毛坯,公寓,40,796.58,848.65,52386.0,31,4.0,43.0
HZ011914,杭州,上城区,金地小区45号,1室1厅,140.57,158.75,1990.0,西,中楼层,精装,别墅,40,787.97,,56055.0,28,4.0,53.0
HZ011915,杭州,西湖区,华润小区60号,2室1厅,114.21,128.83,,东,顶楼,豪装,住宅,70,590.99,606.07,51746.0,14,,75.0
HZ011916,杭州,淳安县,保利小区33号,1室1厅,149.67,167.28,1998.0,西南,高楼层,豪装,洋房,70,163.63,166.43,10933.0,3,6.0,131.0
HZ011917,杭州,桐庐县,华润小区53号,3室2厅,118.06,132.06,,南北通透,中楼层,精装,洋房,40,147.2,154.27,12468.0,23,1.0,121.0
HZ011918,杭州,建德市,绿城小区35号,2室1厅,92.9,113.38,2023.0,南北通透,中楼层,豪装,公寓,70,91.08,96.05,9804.0,21,7.0,118.0
HZ011919,杭州,拱墅区,绿城小区27号,5室2厅,100.86,123.1,2020.0,东南,中楼层,精装,公寓,70,484.54,496.81,48041.0,33,7.0,80.0
HZ011920,杭州,拱墅区,金地小区29号,1室1厅,164.48,204.46,1998.0,西南,低楼层,简装,洋房,70,788.84,815.95,47960.0,16,1.0,
HZ011921,杭州,富阳区,金地小区39号,3室2厅,121.0,138.5,1993.0,西南,中楼层,毛坯,公寓,40,216.15,233.41,17864.0,19,5.0,89.0
HZ011922,杭州,钱塘区,万科小区27号,5室2厅,91.61,108.65,2004.0,南,顶楼,毛坯,公寓,70,190.69,195.4,20815.0,39,0.0,177.0
HZ011923,杭州,上城区,万科小区27号,3室2厅,60.4,71.31,2002.0,东,低楼层,豪装,洋房,40,335.03,348.48,55469.0,1,1.0,173.0
HZ011924,杭州,淳安县,保利小区61号,4室2厅,110.27,122.99,2001.0,南,中楼层,毛坯,洋房,70,114.51,121.83,10385.0,24,,164.0
HZ011925,杭州,滨江区,金地小区23号,4室2厅,71.88,84.72,,,高楼层,简装,公寓,40,327.49,338.03,45561.0,31,6.0,42.0
HZ011926,杭州,建德市,绿城小区36号,1室1厅,182.98,207.1,1998.0,东,顶楼,简装,洋房,40,182.03,195.14,9948.0,17,2.0,74.0
HZ011927,杭州,上城区,万科小区39号,3室2厅,109.58,124.54,2020.0,西,低楼层,毛坯,住宅,70,610.13,644.14,55679.0,25,6.0,113.0
HZ011928,杭州,上城区,万科小区38号,2室2厅,33.41,40.87,2010.0,东,中楼层,豪装,公寓,70,184.17,194.43,55124.0,24,5.0,144.0
HZ011929,杭州,淳安县,绿城小区42号,3室2厅,46.67,53.43,1999.0,南北通透,低楼层,精装,住宅,40,49.19,51.47,10540.0,14,7.0,34.0
HZ011930,杭州,淳安县,华润小区69号,2室1厅,76.92,93.61,1990.0,东南,低楼层,毛坯,住宅,40,80.16,86.22,10421.0,10,0.0,48.0
HZ011931,杭州,滨江区,华润小区18号,1室1厅,46.56,51.66,2009.0,东南,顶楼,毛坯,公寓,40,218.85,226.94,47004.0,7,5.0,26.0
HZ011932,杭州,拱墅区,万科小区95号,1室1厅,173.25,204.65,2008.0,西,低楼层,精装,别墅,70,838.14,859.75,48377.0,6,2.0,106.0
HZ011933,杭州,西湖区,华润小区68号,4室2厅,166.99,199.88,2002.0,西南,高楼层,简装,公寓,40,860.6,883.59,51536.0,38,3.0,93.0
HZ011934,杭州,桐庐县,保利小区11号,3室2厅,,225.85,2006.0,南北通透,高楼层,毛坯,别墅,40,218.74,234.24,11798.0,22,6.0,25.0
HZ011935,杭州,富阳区,华润小区64号,4室2厅,143.62,174.45,2018.0,西南,中楼层,毛坯,洋房,70,256.32,,17847.0,32,0.0,92.0
HZ011936,杭州,拱墅区,绿城小区71号,5室2厅,133.98,152.6,1994.0,西,顶楼,精装,住宅,40,629.07,669.02,46953.0,12,0.0,120.0
HZ011937,杭州,滨江区,金地小区88号,3室2厅,177.91,212.93,2004.0,东,高楼层,简装,洋房,70,796.54,837.58,44772.0,35,2.0,39.0
HZ011938,杭州,上城区,保利小区50号,5室2厅,181.53,204.6,2005.0,东,中楼层,精装,别墅,70,1019.36,1092.54,56154.0,9,6.0,165.0
HZ011939,杭州,拱墅区,绿城小区17号,1室1厅,170.64,191.79,2017.0,西,低楼层,精装,别墅,70,817.76,880.01,47923.0,24,7.0,70.0
HZ011940,杭州,萧山区,绿城小区45号,2室1厅,168.11,189.83,2023.0,西,低楼层,豪装,公寓,40,545.58,560.91,32454.0,23,6.0,13.0
HZ011941,杭州,临安区,保利小区36号,2室1厅,138.13,156.24,2003.0,东南,中楼层,简装,住宅,40,209.59,218.25,15173.0,29,7.0,69.0
HZ011942,杭州,上城区,万科小区20号,2室1厅,32.25,36.22,1999.0,北,高楼层,精装,别墅,40,189.0,192.51,58605.0,36,5.0,
HZ011943,杭州,桐庐县,绿城小区39号,1室1厅,99.86,114.81,2011.0,西南,低楼层,精装,住宅,70,123.8,130.77,12397.0,31,0.0,30.0
HZ011944,杭州,临平区,金地小区81号,4室2厅,132.43,159.82,2008.0,北,高楼层,毛坯,公寓,40,290.48,301.59,21935.0,29,4.0,
HZ011945,杭州,滨江区,保利小区72号,3室2厅,118.45,144.25,1994.0,西,低楼层,豪装,住宅,70,526.85,568.72,44479.0,14,5.0,115.0
HZ011946,杭州,余杭区,绿城小区40号,4室2厅,161.74,186.31,1996.0,东南,高楼层,简装,住宅,40,445.82,473.45,27564.0,37,5.0,39.0
HZ011947,杭州,钱塘区,万科小区37号,1室1厅,161.39,195.13,2001.0,南北通透,低楼层,豪装,公寓,70,324.63,333.51,20115.0,30,3.0,118.0
HZ011948,杭州,建德市,保利小区26号,5室2厅,,153.89,1995.0,南,中楼层,简装,公寓,40,132.08,141.33,10434.0,2,7.0,176.0
HZ011949,杭州,余杭区,万科小区26号,4室2厅,35.48,41.09,2012.0,,低楼层,精装,住宅,70,100.2,102.45,28241.0,26,6.0,175.0
HZ011950,杭州,拱墅区,金地小区47号,2室2厅,90.35,112.87,1996.0,,高楼层,豪装,洋房,70,436.34,455.54,48294.0,30,5.0,151.0
HZ011951,杭州,上城区,华润小区18号,3室2厅,68.15,80.61,2016.0,西,低楼层,毛坯,洋房,70,385.73,406.83,56600.0,25,0.0,106.0
HZ011952,杭州,钱塘区,金地小区12号,1室1厅,85.53,103.08,1999.0,东南,高楼层,毛坯,住宅,40,168.63,177.16,19716.0,21,3.0,173.0
HZ011953,杭州,钱塘区,万科小区68号,2室2厅,129.53,144.44,2005.0,西南,中楼层,毛坯,住宅,40,261.89,,20218.0,15,5.0,177.0
HZ011954,杭州,富阳区,绿城小区30号,4室2厅,42.5,50.35,2006.0,西南,高楼层,精装,别墅,70,79.72,83.45,18758.0,15,5.0,142.0
HZ011955,杭州,余杭区,绿城小区47号,2室1厅,35.51,42.96,1990.0,东南,顶楼,精装,公寓,70,92.77,99.12,26125.0,7,2.0,153.0
HZ011956,杭州,淳安县,万科小区57号,4室2厅,101.03,119.19,2008.0,南北通透,顶楼,精装,洋房,40,112.12,114.77,11098.0,1,3.0,122.0
HZ011957,杭州,上城区,万科小区66号,1室1厅,157.38,193.15,2015.0,北,顶楼,豪装,住宅,70,883.82,930.06,56158.0,20,6.0,85.0
HZ011958,杭州,富阳区,华润小区43号,5室2厅,36.85,40.94,1993.0,西,低楼层,精装,别墅,70,68.56,,18605.0,27,1.0,149.0
HZ011959,杭州,淳安县,金地小区69号,2室1厅,166.15,204.88,2001.0,西南,顶楼,豪装,住宅,70,184.4,193.26,11098.0,34,2.0,20.0
HZ011960,杭州,建德市,万科小区70号,4室2厅,92.65,112.62,2022.0,西南,低楼层,简装,公寓,40,97.35,103.91,10507.0,14,4.0,161.0
HZ011961,杭州,西湖区,华润小区51号,1室1厅,50.68,55.78,2010.0,东,低楼层,简装,公寓,70,276.73,297.17,54603.0,11,1.0,64.0
HZ011962,杭州,桐庐县,保利小区62号,2室2厅,121.66,135.32,2017.0,东,中楼层,简装,洋房,70,147.16,157.57,12096.0,39,7.0,
HZ011963,杭州,余杭区,万科小区89号,2室2厅,182.47,203.61,2019.0,北,顶楼,毛坯,洋房,40,520.41,531.49,28520.0,38,5.0,89.0
HZ011964,杭州,临安区,金地小区33号,2室1厅,117.72,136.73,1992.0,南,高楼层,精装,别墅,70,166.39,,14134.0,6,4.0,93.0
HZ011965,杭州,建德市,保利小区16号,4室2厅,140.49,157.42,1990.0,东南,高楼层,简装,别墅,40,141.35,150.65,10061.0,33,3.0,72.0
HZ011966,杭州,临安区,华润小区56号,2室2厅,160.99,178.07,1991.0,北,高楼层,毛坯,住宅,70,232.03,244.31,14413.0,2,2.0,132.0
HZ011967,杭州,桐庐县,金地小区39号,5室2厅,158.3,193.69,2020.0,南北通透,高楼层,毛坯,洋房,40,186.92,194.29,11808.0,32,,
HZ011968,杭州,淳安县,金地小区66号,4室2厅,43.55,49.31,2000.0,东南,低楼层,豪装,别墅,40,58.04,59.63,13327.0,31,5.0,96.0
